Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Lol I believed you when you said you will wake up lor. If not I so boliao go wake up sleeping paper tiger for what. :s,,118,,,,,
I think the term fits you. No meh? Lol apparently you didn't want ithard enough,,79,,,,,
Is gu ming si yi de. But toss until 4 is quite xin ku man. Thinkingof stuff ah?,,79,,,,,
Lol wrong reaction to the bed lor. oops i think i use wrong term Imeant that you were fierce and fragile,,104,,,,,
Ya strong and brittle. Like glass. *piang* haha okay l support you inthat. Don't just talk cock hor,,99,,,,,
Ok that's no problem at all.,,28,,,,,
Got la I got see your happy side also. yes yes I'm totally gonnawatch it lol. My fren gave up after second episode. He say toodepressing to continue LOL,,152,,,,,
Lol you want exciting can just go watch high school of the dead. Butit's damn lame lol.,,87,,,,,
Haha I just stopped after third episode. They want you to read the manga lolz,,77,,,,,
Hi I've reached. Near control station. Kiddo in blue shirt and black shorts.,,76,,,,,
Oh crap haha sry sry.,,21,,,,,
Dammit bakamel. Was selling my mp3 player lol.,,46,,,,,
Thanks for buying :-) eh. I think I forgot to return you $2. transferto you by bank?,,84,,,,,
Ok done. Let me know if you didn't receive it. Have a good evening!,,67,,,,,
"Lol what daijoubu I'm like totally innocent can. You se mei mei la,can only xiang wai o_O",,89,,,,,
Lol also got good guys de pls. Anyway what the heck is a yuan jiao mei?,,71,,,,,
Lol if you expect little of guys of coz u'll get back little. Thesame can be said of girls. Gd girls are either attached or marriedliao.,,136,,,,,
Haha your friend is who. Got sample correctly not. Need to useunbiased estimator. To me guys always shou yue more than girls. Girlscan't make up their minds.,,157,,,,,
And you're unbiased in saying that your fren is unbiased? Lol yeahlor some girls are so stubborn,,96,,,,,
Oh that's good ah. but also got some is truly stubborn de.,,58,,,,,
Lol why so random? :-P,,22,,,,,
Lol a big bunch of french boarded the bus as I passed by the frenchsch... I feel like I'm in little France,,106,,,,,
Lol near my house there... they were standing so cloose to me andtalking so loud lol,,84,,,,,
Kimi wa doko? Soc desuka?,,25,,,,,
Hmm on my way from sci,,22,,,,,
outside which club rooom sia? The one near canteen?,,51,,,,,
U evil sheep. X.x,,17,,,,,
Putain!!!!!!!,,13,,,,,
"nged your mind, and that I'm only dreaming...",,45,,,,,
Lol you come so late might as well don't come right,,51,,,,,
I'm just concerned la.,,22,,,,,
but zao dao hao guo ci dao. you woke up at  <#>  izzit?,,55,,,,,
Lol really don't care ah. Thought you wanna pass stats.,,55,,,,,
I guess so. But little things do matter. :-),,44,,,,,
Omg... I fell asleep and missed my stopped LOL,,46,,,,,
Haha no it was only one stop phew thank the STARs for looking over me :-P,,73,,,,,
Yeah lor! Thank you STAR muacks! Technically the sun is a STAR too LOL,,70,,,,,
"NEVER! I'm cuter!!! but you're chioer, I'll give you that!!! chioestin the universe!!!",,86,,,,,
Sobs''''',,9,,,,,
"Hey I'm sorry for being so persistent lately. That won't happenanymore.  Anyway, all the best tmr!",,98,,,,,
Eh your blog post was talking abt people like me wasn't it?,,59,,,,,
Lol I know what is general. But this is too uncannily similar to whatI've been doing! you can b honest with me; I need to know if I'veoverstepped my bounds.,,156,,,,,
Ee! Ni msg wo dang ran hao! You outside?,,40,,,,,
Haha it's also Chang ee de ee! Love ur wen hou haha. Yeah! Wed?,,63,,,,,
How about both?,,15,,,,,
BE HOPEFUL ALWAYS.,,18,,,,,
"I don't know what happened, but what's done is done... if u can'tatone for it then so be it... do what you can...",,113,,,,,
Morning! It's tmr Lol. Today is Hui min's.,,42,,,,,
Yeah lor... I guess too many bad things happened...,,51,,,,,
Yeah sure!,,10,,,,,
Hmmm... I only got one lesson from 2 to 4... perhaps I'll go schoolearlier than  <#>  then.,,91,,,,,
It is Science hahaha! It's okay la I'm going school earlier to buybubble tea and get welfare pack from soc Lol u want?,,118,,,,,
Hmm I will reach around  <#>  plus ba... yep! Nv tried it before sia...,,71,,,,,
Thanks dude! And Congrats maybe? Haha,,37,,,,,
Lol thanks! See you around man! I always notice your nice t-shirts haha,,71,,,,,
Haha thanks Xiuwen! You're the first to msg me haha! Hope you're doing well!,,76,,,,,
Was so early! I'm on my way from far away lol,,45,,,,,
Lol sure sure,,13,,,,,
Walking there liao. Five mins,,29,,,,,
Hahaha stressed out :-P my weight is still the same leh lol. you toojia you wo! Meet upz soon!,,94,,,,,
Hahaha thanks a lot chuan! Damn stressed Lol. You jia you too OK! BTWsteph back liao. Meet up soon!!,,100,,,,,
Hahaha this is the fifth time u telling me to take care Lol. Verycaring wo. No they sold out Lol. Btw the doraemon cookies are nice!And awesome card! Thanks again babe!,,168,,,,,
Yes indeed hahaha thanks Master Kang!! See you on Friday!,,57,,,,,
Haha zao en ning hao! Yeah I nv use twitter de. Fb more interactivema haha. U more active on twit meh?,,102,,,,,
Why not! En en makes me an xin ma! I'm home liao! Tmr holiday stillgo sch for what lol. U got work ah? And what does 'at what hao liao'mean?,,140,,,,,
Zzzzaooo en! Later can meet at bukit m interchange instead! At 3?,,65,,,,,
Haha I just woke up lol! Hungry--- And I gotta leave at 2 too.,,62,,,,,
Lol! You okay or not? Shall we postpone then?,,45,,,,,
Haha it's okay. Shit happens. I was so excited though! Eh no Ihaven't have you?,,79,,,,,
"Hi, is your dlink dir  <#>  still available?",,44,,,,,
Hmm there was thunder but now clear le. I pass by macritchieeveryday! Lol can go next time I guess,,98,,,,,
Lol sure. Cya!,,14,,,,,
Ehhh... okay. I prob reach a little later than 6,,48,,,,,
En en ni hai hao ma?,,20,,,,,
Indeed I am. :) May I know the hardware revision?,,49,,,,,
Maybe there's a bar code?,,25,,,,,
Sure thanks man!,,16,,,,,
Okay great! When can we deal?  <#>  right?,,42,,,,,
I stay serangoon north... you free today?,,41,,,,,
Sure sure... how about 3?,,25,,,,,
Okay cya!,,9,,,,,
<#> ?!,,6,,,,,
Lol! Congrats man! Now I have some catching up to do lolz,,57,,,,,
Haha thats why she's always banned lol,,38,,,,,
Dammit zac don't pick on my words lol,,37,,,,,
Sorry for late reply! Yep it's working fine! Thanks!,,52,,,,,
Hmm okay sure...,,16,,,,,
Mum I'm not eating dinner tonight...,,36,,,,,
Hmm no problem de. But today I feel quite tired and also not stayingin sch... maybe next time I guess...,,104,,,,,
Darn I almost got a shock... it's tmr lol,,41,,,,,
Luna! It's  <#>  tmr! In case u nv see...,,41,,,,,
Good morning to you!,,20,,,,,
Haha already on my way to school! :P,,36,,,,,
Just glad that it's over lol... did average I think... also didn'tstudy hard for it...,,86,,,,,
I dunno... do I?,,16,,,,,
It's okay I will just buy it myself HAHA :P,,43,,,,,
Haha you want?,,14,,,,,
Haha sry I didn't buy in the end :P,,35,,,,,
No time hahaha...,,17,,,,,
Fare thee well!,,15,,,,,
Ehhh... okay...,,15,,,,,
U disappear again!,,18,,,,,
Zao an! Sorry was already asleep when you sent that message... gotexam later; wish me luck oh!,,94,,,,,
"Yay write super long essay, quite satisfying! See how ba! Still haveto study for exams lol",,90,,,,,
Oh dammit u were right... it's  <#>  for both! How did I see wrongly sia,,72,,,,,
Yes caught in rain right now,,28,,,,,
Ooo my last paper on 1st dec. How's wedding dinner? Everyone gettingmarried liao hor,,84,,,,,
Lol I get $ <#> !,,17,,,,,
"Don't tell me u reached super early... I'm reaching soon, on btc.",,65,,,,,
"You know, everytime I drink gc I think of you sia...",,52,,,,,
Haha I was at vivo :P some ah beng served me sia! Haha,,54,,,,,
Haha really what y'all doing there! So qiao!,,44,,,,,
Haha NICE! eat what hao liao?!,,30,,,,,
"Ahhh almost forgot! Happy birthday, Wan Su!",,43,,,,,
You online? I send it to u by email ba.,,39,,,,,
"Hi, is your corsair 2gb ram under warranty? Will you sell it for  <#> ?",,71,,,,,
Hmmm okay. Got receipt or sticker? When can we deal?,,52,,,,,
Okay. What time. Can meet at serangoon?,,39,,,,,
Hey sorry man I just found a better deal.,,41,,,,,
"Hi bro, still interested in palit radeon  <#>  for  <#> ? Can dealtmr before 4 and after 8.",,91,,,,,
Ok tues is fine too. I'll be around serangoon north area. What abt you?,,71,,,,,
Ahhh. I see. I don't mind going to pasir ris for you but maybe betterto deal on weekend ba? This coming sat?,,108,,,,,
Ok set keep in touch! :),,24,,,,,
Eh u mean the mcqs? If you did closure for every attribute then shldbe able to get ba? But got none of the above also ma. Anyway I'm goingsch earlier if you're there liao maybe easier to discuss lol,,198,,,,,
Yeah getting closure can be a bit tricky lol. You know that aftergetting closure of single attribute can also combine them to formcandidate keys right?,,151,,,,,
Eh I'm stuck in rain right now Lol. Probably going yih first ba. U ggstr8 to mpsh?,,82,,,,,
Ehhh I haven't reach. At thomson with no umbrella to get to bus stop. Fml lol.,,78,,,,,
Far away from main road.,,24,,,,,
Haha take cab lor. Anyway I'm on bus le. Yay me! Ill be at yihthough... com 1 too far lol.,,90,,,,,
LOL so you know candidate key liao then wont stress meh?,,56,,,,,
Haha can always score full marks for the other half! True to yourname. Cheong out of the house sia!,,99,,,,,
Lol! But Rain stop liao right.,,30,,,,,
Lol nice. Yeah I'm there liao. At the food court lol.,,53,,,,,
Eh I was there long ago lol. Bus fast ma. Ciao,,46,,,,,
"Tmr anytime or wed after 4? I'll prefer somewhere near serangoon, butyou mentioned west coast or maxwell?",,105,,,,,
"That'll be awesome, thanks. Hmmm how about my place? It's atserangoon north ave 4.",,82,,,,,
Yep I will. It's block  <#> . Near rosyth primary.,,50,,,,,
Sure see you then,,17,,,,,
Sure. It's raining quite heavily here but got shelter. Cya later.,,65,,,,,
"Hmm what time? It's raining very heavily now, I can only go when it stops lol.",,78,,,,,
s what time it stops. I let u know again ba. Ya by bus.,,55,,,,,
<#> . It goes sengkang then tpe to pasir ris. Thurs shld be fine too ba...,,74,,,,,
Okay got it. When you arrive just go all the way inside. Let me knowwhen u reach.,,81,,,,,
"Okay, i can go now. Can probably reach in  <#>  to  <#>  mins. So how?",,70,,,,,
Hmm no but can transfer. Where do you stay?,,43,,,,,
Hmm I see. Thurs would be better then!,,38,,,,,
Hmm i don't think can reach b4  <#>  if need to transfer. Let's meeton thurs instead?,,85,,,,,
hotmail.com,,11,,,,,
Wavu back!,,10,,,,,
"Haha u wanna explore serangoon? Anytime lol! I also haven't finishedexploring nex, lol.",,87,,,,,
Lolz well it's not unreasonable what. Serangoon also nothing muchreally. Just a lot of good food and nex lor.,,109,,,,,
Soon lol. At science liao. U there already ah?,,46,,,,,
Lol people live opposite only leh...,,36,,,,,
SLEEP haha. Didn't sleep much ydae lol.,,39,,,,,
What's new lol.,,15,,,,,
"Hey bro, free to meet up tonight?",,33,,,,,
Ok sure. Tmr I probably can't so maybe weekend ba.,,50,,,,,
Lol it started after u quit!,,28,,,,,
Hiii what time do you wanna meet tmr?,,37,,,,,
Sure! Can we meet at around 1? Or is that too early?,,52,,,,,
Hmmm okay. 4 then? Pasir ris ok?,,32,,,,,
Oh okay then,,12,,,,,
"Hi regarding samsung  <#> bw monitor, my best price is  <#> . Thanks. -wei qi",,77,,,,,
No more. It's about three yrs old.,,34,,,,,
Well somebody already offered  <#> ...,,38,,,,,
Ok will let u know again,,24,,,,,
No dead pixels.,,15,,,,,
Zaoo what time do you wanna meetttt,,35,,,,,
"Hi, will you be sending me the invoice for the dell monitor?",,60,,,,,
Ok no problem thanks,,20,,,,,
Hi my buyer changed his mind. Still interested in the monitor?,,62,,,,,
Yep. When would you like to deal?,,33,,,,,
Hmm tonight I can't. Only afternoon and tmr anytime. Blk  <#>serangoon north ave 4 # <#>,,88,,,,,
Ok then cya tmr,,15,,,,,
"Hi, regarding samsung  <#> bw monitor you can pick up at serangoonnorth. There's no more warranty left. When would you like to collect?",,135,,,,,
No dead pixels. Alright let me know then -wei qi,,48,,,,,
Hi sorry can we cancel deal? Someone bidded on my item just as I wasabout to take it down...,,92,,,,,
Blk  <#>  serangoon north ave 4 # <#> . Do you need to test monitor?And will you be driving down?,,97,,,,,
Okay what time?,,15,,,,,
Okay got it... anyway it's already set up for testing. Keep in touch,,68,,,,,
Ave 7 block  <#>  bus stop right? Near tpjc? I'll be there at 4.,,64,,,,,
Thanks!,,7,,,,,
Hmm I only have pc parts lol... good luck in your search :),,59,,,,,
Okay cya then.,,14,,,,,
"Sure... raidmax scorpio case, core 2 duo e <#> , and 1 gb ddr2 ram.",,67,,,,,
Chotto matte. I going pasir ris to pass something to my buyer laterleh... hmmm you at woodlands now?,,100,,,,,
Hmm  <#>  for both.,,19,,,,,
Maybe we meet tmr better?,,25,,,,,
Just the processor and the fan. But I dunno if I still have thebox... it's  <DECIMAL>  ghz,,90,,,,,
Eh people selling the cpu alone for  <#>  leh...,,48,,,,,
Ok... if you self collect lor.,,30,,,,,
Yep sure. Tmr then.,,19,,,,,
Waiting for  <#> . Shld reach in around  <#>  mins.,,51,,,,,
Ok I'm abt to reach,,19,,,,,
Ya,,2,,,,,
Na I'm now at bugis liao... hmmm then another time ba.,,54,,,,,
Of course... you too!,,21,,,,,
"Hi sorry for the late reply. It's been sold, thanks",,51,,,,,
Ok.  <#> $ note?,,16,,,,,
Sure~,,5,,,,,
Lol woots? Whatcha doing there lol.,,35,,,,,
Haha. Ok la. U try lor. Still prefer gong cha.,,46,,,,,
Lol very long meh? Ya I'm. You?,,31,,,,,
Ask me lol then u disappear!,,28,,,,,
t time u wanna meet?,,20,,,,,
Kkz cyaaa,,9,,,,,
Alrighty cya!!,,14,,,,,
Ok. I'm at popular.,,19,,,,,
I'm hungryyyyy,,14,,,,,
Btw... do you have popular card?,,32,,,,,
Ok... what do you wanna eat?,,28,,,,,
Yep that would be fine. Cya then.,,33,,,,,
"Ok got it. To get to my place you gotta take lift near letterboxes tolevel 7, walk corridor then to level 6.",,108,,,,,
"I'm thinking of taking ssa <#>  for ss, lol. Are you gonna take cs <#> ?",,72,,,,,
Oh sian I forgot abt that. Can't take  <#>  this sem liao :(,,60,,,,,
Haha I got two exams on one day times two sia... but means finish fast!,,71,,,,,
Haha yeah lor. Cya!,,19,,,,,
Noo... dinner neither,,21,,,,,
Okkkk I buyin,,13,,,,,
Ahh darn I'm not free tmr...,,28,,,,,
Haha interested will always be but not enough money to go :(,,60,,,,,
Wan su ah wan su. Did u send me your survey?,,44,,,,,
Ok.,,3,,,,,
Lol yeah lor. How sia. Dilemma.,,31,,,,,
Sounds like a plan! How to go there sia.,,40,,,,,
Wahaha ok then cya,,18,,,,,
Yellow I reach liao. Have you?,,30,,,,,
UNSUB,,5,,,,,
Sure! Lan party style or lan shop style?,,40,,,,,
Yarrr long time ago.. u?,,24,,,,,
Interchange near breadtalk,,26,,,,,
"Ya, late",,8,,,,,
Not as good as I expected but at least cap increased lol. You?,,62,,,,,
Lol quite good what. My cap is  <DECIMAL> . Oh the slow climb to honours!,,73,,,,,
Woohoo smartass! Congrats your gf is officially smarter than you!,,65,,,,,
Lol and playing lol etc,,23,,,,,
Bad... how did you do? Btw screw dbs,,36,,,,,
Metabolism mostly... waste my efforts! Biochem was B-,,53,,,,,
Really? ALL Bs? I got A to Cs...,,32,,,,,
That will not b enough to satisfy me!,,37,,,,,
A bit extreme...,,16,,,,,
Hey... am I gonna see you next sem?,,35,,,,,
Wuuut you really got all Bs?!,,29,,,,,
I pro ma haha. thot u expected A for discreet?,,46,,,,,
Wa u said good night liao but still awake? Thx thx.,,51,,,,,
Thanks! You have a happy birthday!,,34,,,,,
Why you wanna visit me? :)  Blk  <#>  serangoon north ave 4 # <#>  s<#> . Give me urs too!,,90,,,,,
Yeah I've already prepared tea just in case u pop up :P,,55,,,,,
It's ok. I'm already at your place. Open the door for me leh.,,61,,,,,
Lol look who's talking man! Good morning to you too,,51,,,,,
